LOCATION,BEDROOMS,BATHROOMS,SIZE_SQM,PRICE_KSH,SATELLITE_TOWN
Syokimau,1,1,107.88323587481887,23102198.0,1
Ruiru,3,1,44.998460664743746,20795385.0,1
Kileleshwa,5,1,138.34207144498663,55964906.0,0
Embakasi,1,4,153.08619229053272,30047557.0,0
Kitengela,2,4,163.54926888232785,35967871.0,1
Athi River,2,2,140.95756634125246,22575403.0,1
Kilimani,2,3,103.73309109828544,50737149.0,0
Kitengela,2,1,179.6401223703767,45441599.0,1
Westlands,3,4,123.9509098539551,54307539.0,0
Kitengela,2,1,92.10461913811676,28845444.0,1
South B,2,1,109.16079707725675,38098788.0,0
Ruiru,2,1,20.0,15742868.0,1
Westlands,1,2,109.06549054928767,52454482.0,0
Westlands,1,3,161.30619119248013,52603230.0,0
Ruiru,3,2,140.3869813283538,27985834.0,1
Kilimani,1,4,211.23985037887115,38741089.0,0
Westlands,3,2,104.22150515905774,56610805.0,0
Thika,2,1,149.23878978319897,20510082.0,1
Kitengela,2,2,167.56441057834633,40488033.0,1
Kileleshwa,2,2,260.5714204972445,49125246.0,0
Lavington,2,3,128.68592946705843,35828954.0,0
Kilimani,1,2,57.3487692681586,35320495.0,0
South B,2,2,170.87572520131692,34510969.0,0
Ruiru,3,1,231.9436413581074,50548231.0,1
Karen,3,2,100.64707738640271,44884610.0,0
Syokimau,2,4,170.46489231638495,29813779.0,1
Rongai,2,1,193.7236833137352,24708101.0,1
Embakasi,1,3,181.0239326382092,33601785.0,0
Kileleshwa,1,2,127.53351134841468,35714480.0,0
South B,1,1,78.09157450721122,23478071.0,0
Ruiru,4,4,115.12322711918486,28593917.0,1
Ruiru,1,2,147.51602723265785,25266511.0,1
Ruiru,1,2,174.49335144550375,24881487.0,1
Kitengela,2,1,140.03670287994237,24092061.0,1
Kilimani,1,1,97.20552200756538,51160145.0,0
Kitengela,3,3,153.32277936898612,27301021.0,1
Kitengela,1,2,171.60510406456922,20937761.0,1
Thika,1,4,142.77660338486882,21454054.0,1
Rongai,3,1,69.8287731277005,23241289.0,1
Ruiru,2,1,109.11563791696861,19385370.0,1
Ruiru,3,1,176.869246584748,41536218.0,1
Kileleshwa,2,2,37.01893147533157,43245171.0,0
Kilimani,2,4,20.0,50155347.0,0
Westlands,3,2,210.48497100864125,59339559.0,0
Ruiru,1,2,150.68491530131277,15713939.0,1
Kileleshwa,2,3,156.40380015120638,55968846.0,0
South B,2,3,55.39098158237664,25455227.0,0
Kitengela,2,1,164.25168380799226,23799082.0,1
Ruiru,3,3,136.51492125410186,30242616.0,1
Syokimau,4,2,24.940345329096175,33481901.0,1
Kilimani,5,1,205.45700485643144,63889843.0,0
Ruiru,3,1,129.52099941712373,34228139.0,1
Syokimau,2,2,96.23496203524388,25139622.0,1
Kitengela,1,2,97.32061524088694,21835053.0,1
Ruiru,2,1,20.0,23522152.0,1
Embakasi,2,1,155.6001959778818,29979293.0,0
Karen,2,3,135.71143243474353,64529929.0,0
Syokimau,4,4,108.3551920600143,35467823.0,1
Kitengela,2,3,196.70911244710032,33364043.0,1
Syokimau,2,1,36.96845886024926,11800384.0,1
Kileleshwa,2,1,84.19365141794309,40213359.0,0
Ruiru,3,1,68.99950471437685,25385024.0,1
Westlands,3,1,103.27230121370681,51332566.0,0
Kitengela,3,2,124.04820151543338,23523087.0,1
Kitengela,2,2,145.8008114286813,20059348.0,1
Kileleshwa,3,3,99.18159281369296,45299338.0,0
South B,1,2,67.35865589070637,27739536.0,0
Lavington,4,1,221.16041698622666,61386312.0,0
Thika,2,2,264.6984115073141,27043729.0,1
Kitengela,2,2,128.59720031292153,33914324.0,1
Rongai,2,2,74.59317797874797,26080218.0,1
Kilimani,3,1,208.52724786253765,52890261.0,0
Ngong,1,2,33.19457362029209,18342419.0,1
Kilimani,4,1,99.91360051771035,53837105.0,0
Ngong,2,1,78.2329769192219,24710432.0,1
Kileleshwa,2,3,50.427866972970676,39311795.0,0
Karen,1,3,103.19854602469383,62434797.0,0
Parklands,2,1,68.14967524956211,46794802.0,0
Kilimani,2,1,120.75926784891927,33007235.0,0
Kitengela,2,3,121.63063006034784,20602406.0,1
Embakasi,3,1,82.72009658868124,24167294.0,0
Kitengela,2,2,97.76919860436783,17409853.0,1
Rongai,5,1,106.14906192577737,27458477.0,1
Syokimau,2,1,168.59076366716562,34081791.0,1
Ruiru,3,3,111.09423593614886,27934534.0,1
Kileleshwa,1,3,169.48210444716585,37490249.0,0
Kileleshwa,2,1,155.14877901327935,52390328.0,0
Thika,2,2,154.29184181404452,26437462.0,1
Ruiru,2,1,203.2707582207584,33301250.0,1
Kitengela,4,1,52.83654721524542,31561165.0,1
Kitengela,1,4,91.60901362157318,22511554.0,1
Syokimau,1,2,225.79792801797416,44888694.0,1
Rongai,4,2,104.56100996464394,23878987.0,1
Embakasi,1,3,20.0,31490766.0,0
Ruiru,3,3,107.82189941112688,22453808.0,1
Rongai,2,3,128.096371809795,26930643.0,1
Thika,3,1,20.0,17865618.0,1
Syokimau,1,1,200.0361383932769,37331564.0,1
South B,1,2,77.17725216806387,27455143.0,0
Kileleshwa,2,2,139.71378691125093,44428174.0,0
Kilimani,4,4,106.44110727935626,40295166.0,0
Rongai,2,2,42.69891484775751,23909141.0,1
Ruiru,2,4,55.76951192187481,20668611.0,1
Rongai,3,1,63.89502981434718,30335687.0,1
Karen,4,3,185.14031455101826,48253853.0,0
Westlands,3,2,111.1477087139909,36585662.0,0
Karen,5,4,88.6880690068952,67769613.0,0
Ruiru,1,1,63.923465244586126,20010563.0,1
Kitengela,1,2,191.7690132915676,28047793.0,1
Syokimau,3,3,207.85207635141523,31708285.0,1
Lavington,3,2,191.08463392240083,38388868.0,0
Westlands,2,2,149.54624034925,49700025.0,0
Kitengela,1,4,137.38980251224268,31787544.0,1
Athi River,3,2,47.04373092144591,27436961.0,1
Thika,1,2,105.25085239733654,22771422.0,1
Athi River,2,1,78.9683877992138,28053379.0,1
Kilimani,2,3,20.0,30735755.0,0
Kileleshwa,2,2,183.42260514992194,41295993.0,0
Ruiru,3,2,78.25020321646349,28503350.0,1
Ngong,2,1,191.75651444611842,27842170.0,1
Kileleshwa,3,2,172.90478404560073,42916659.0,0
Kileleshwa,2,1,153.40307859800512,32423823.0,0
South B,2,1,156.77304430579102,20920158.0,0
Westlands,3,2,83.08116707557754,56612562.0,0
Embakasi,2,1,231.47100907743987,36255357.0,0
Athi River,1,1,122.58752585718295,27892108.0,1
Rongai,1,2,138.11590110712223,21359024.0,1
Kileleshwa,1,1,81.05541998600165,32199414.0,0
Westlands,2,2,64.1300843533824,46267015.0,0
Thika,3,1,148.6377605285654,31532929.0,1
Rongai,3,2,133.05080975632714,24941927.0,1
Thika,3,2,72.63885804584535,26841312.0,1
Kilimani,2,3,33.69439687347575,31697709.0,0
Thika,2,1,43.80461476034718,19538299.0,1
Thika,2,1,191.76802302546642,27201533.0,1
Athi River,1,1,83.2047711209957,26973018.0,1
Thika,1,2,99.66548725944997,22375377.0,1
Rongai,2,4,207.02041552554374,38251636.0,1
Syokimau,5,1,52.67096631081512,21280980.0,1
Kilimani,1,1,76.38031045697659,41366655.0,0
Kitengela,1,1,73.8739902863584,22990000.0,1
Westlands,3,2,217.08410886996236,62219158.0,0
Ruiru,2,2,239.60301003494482,27615203.0,1
Ruiru,3,2,165.09379352413026,41115614.0,1
Westlands,3,3,167.0030834492544,52987183.0,0
Ruiru,4,2,85.17869982883613,22115060.0,1
Kilimani,2,1,236.83970921425697,49682241.0,0
Ngong,3,1,136.0617752615197,25593033.0,1
Parklands,2,2,171.1866158669844,64693208.0,0
Westlands,3,2,113.66850367374275,60721378.0,0
South B,2,2,103.91804476034336,33525612.0,0
Kitengela,1,2,219.78253557576704,28829061.0,1
Kileleshwa,2,2,152.38342078429844,50725822.0,0
Westlands,2,3,207.0825276642229,64012809.0,0
Kitengela,3,2,135.31969030470268,11806419.0,1
Ngong,3,3,69.09800781461456,27035467.0,1
Athi River,3,1,84.99942402729073,24888405.0,1
Westlands,1,2,126.17791454787663,35272028.0,0
Westlands,3,4,82.4099870374004,57179789.0,0
Ruiru,2,2,53.55231548233857,34314491.0,1
Kileleshwa,4,3,192.0850219072215,52905421.0,0
Kileleshwa,4,3,87.30779575058926,51689405.0,0
Kileleshwa,1,1,128.29156486747922,54316708.0,0
Ngong,3,2,137.7680153931363,22840490.0,1
Lavington,1,1,84.71081248076587,27487162.0,0
Ruiru,2,4,207.04796797852435,35471263.0,1
Lavington,2,3,52.971494327723235,41486996.0,0
Ruiru,1,1,135.69751581484624,19060880.0,1
Kitengela,3,1,134.76706238259501,27796875.0,1
Kileleshwa,1,2,116.74472382815112,45061176.0,0
Syokimau,1,2,42.18524320368104,21935634.0,1
South B,2,1,172.24905311180785,30850914.0,0
Syokimau,3,2,164.6106402200758,30312132.0,1
Ruiru,4,2,79.46588828452703,27864330.0,1
Syokimau,3,1,162.4492324323217,19419465.0,1
Kilimani,3,3,142.49446117804655,45293354.0,0
Karen,2,4,43.1632712783335,36672233.0,0
Kitengela,1,3,68.76426512571855,24829783.0,1
Ruiru,1,3,188.29688669337474,19887383.0,1
Syokimau,2,1,138.56497110852303,34787330.0,1
Syokimau,3,1,86.14182325136244,25531553.0,1
Westlands,2,1,68.49144652964148,41383089.0,0
Athi River,3,3,89.07637211307474,26423371.0,1
Kileleshwa,2,4,93.33122820733773,32796039.0,0
Athi River,1,3,69.2422180422449,22130730.0,1
Rongai,1,3,20.0,14937619.0,1
Ngong,3,2,188.40079718404712,26588536.0,1
Kitengela,3,2,178.2380203566866,32877419.0,1
Kitengela,4,2,43.604672891588436,19446287.0,1
Kilimani,1,1,128.17867773382005,32058660.0,0
Thika,5,1,65.865707837114,27073795.0,1
Kileleshwa,1,2,104.30596660640788,38507011.0,0
Kitengela,1,2,99.3140052075806,24257398.0,1
Kileleshwa,5,2,94.32994705692765,47113909.0,0
Kilimani,2,2,240.17682504457719,50582698.0,0
Syokimau,3,1,93.58045891942857,31606114.0,1
Westlands,1,2,71.50417049598451,45953600.0,0
Thika,2,2,74.24511423017714,12995636.0,1
Ruiru,4,2,182.62661738410532,21549382.0,1
Westlands,2,3,20.873860098423904,61026493.0,0
Kitengela,3,2,74.24262501386879,25212493.0,1
Westlands,1,2,206.80937040669204,61692663.0,0
Kileleshwa,3,3,134.6391712798588,40242867.0,0
Athi River,2,3,131.5153203021668,25279009.0,1
Westlands,1,3,247.9287876086221,49009491.0,0
Rongai,2,1,134.78087717690994,36939980.0,1
Westlands,1,1,77.50883031842505,47673638.0,0
Kileleshwa,4,1,103.07537658741907,38537541.0,0
Thika,2,1,51.87406145816588,13791439.0,1
Ruiru,1,4,195.35622240094182,40821182.0,1
Kilimani,2,2,154.47370305220292,44230547.0,0
Ruiru,2,1,187.46484899825333,34894172.0,1
Kileleshwa,3,1,192.77903571296224,54037915.0,0
Rongai,5,1,95.14735314434805,24734259.0,1
Ruiru,2,2,63.31482887946661,27415805.0,1
Ngong,4,3,116.89721332151726,24480431.0,1
Karen,2,3,67.6343357526877,41203755.0,0
Ruiru,1,4,129.8974125245415,32048892.0,1
Lavington,3,1,187.92581285008134,50254402.0,0
Ruiru,2,2,109.91162123704997,29243240.0,1
South B,3,1,128.99970539446434,38904506.0,0
Kilimani,4,2,114.369263026598,52679103.0,0
Athi River,2,4,168.16365434626186,18875812.0,1
Kitengela,4,2,79.9330563427026,23836475.0,1
Ruiru,3,3,20.0,21974966.0,1
Syokimau,2,2,148.25213156252283,24521415.0,1
Athi River,3,1,179.27006527847962,31991512.0,1
Westlands,2,1,146.78245468551214,62288553.0,0
Kilimani,5,2,81.58617027191917,59110862.0,0
Athi River,3,3,51.89927410883587,21528179.0,1
Athi River,1,1,149.66985190681928,26442357.0,1
South B,2,3,128.4887371760804,37492642.0,0
Thika,3,3,112.45244234050021,28244138.0,1
South B,1,2,229.34780057962746,31299290.0,0
Athi River,1,3,63.191994349120094,28182091.0,1
Kileleshwa,2,2,226.50222126764794,54909341.0,0
Kilimani,2,2,121.9070342922384,52496833.0,0
Ngong,2,3,20.0,24813840.0,1
Syokimau,2,4,109.24784074085154,30396122.0,1
Westlands,1,2,177.56976459596646,40027588.0,0
Ruiru,3,2,98.09669803170176,26643129.0,1
South B,2,1,31.5132875256963,19809464.0,0
Kitengela,1,1,110.1291280922298,25999340.0,1
Ruiru,2,2,68.56965756649765,23601756.0,1
Kitengela,2,4,149.50886406527775,27252769.0,1
Kileleshwa,1,2,166.40398896405668,51890512.0,0
Ruiru,1,1,56.62377553511363,20290144.0,1
Ruiru,1,1,77.65175669306103,22203529.0,1
Westlands,3,2,165.39854790641627,53001833.0,0
Thika,3,1,68.46934330206244,14487666.0,1
Ruiru,3,1,55.0705118503203,23909716.0,1
Rongai,3,3,49.27853209222472,11044363.0,1
Rongai,3,1,141.1223167774872,23446280.0,1
Kileleshwa,2,2,138.54946317104785,49098656.0,0
Athi River,3,3,78.9572381772575,26634804.0,1
Kitengela,1,1,120.30512376769404,21598821.0,1
Karen,3,2,211.62794304930782,60571639.0,0
Kileleshwa,3,2,61.5563905849067,31068670.0,0
Athi River,2,2,20.0,19990626.0,1
Syokimau,2,2,147.30453454322222,46575130.0,1
Kileleshwa,2,2,113.37593016590469,55682100.0,0
Kilimani,3,3,77.39849479109392,43826368.0,0
Athi River,3,3,159.12481424129447,29367660.0,1
Thika,4,2,170.3535086801274,23734777.0,1
Ruiru,2,1,20.0,18472127.0,1
Syokimau,3,1,80.8441254401107,29537277.0,1
Ruiru,2,1,259.05097387181127,30388260.0,1
Athi River,4,2,155.00429494789145,35129943.0,1
Kilimani,2,1,160.56621829782898,60478307.0,0
Karen,2,2,190.3736567178887,61345064.0,0
Kileleshwa,2,3,121.02412951198357,41886493.0,0
Ruiru,3,1,167.8010496054972,20506178.0,1
Westlands,5,3,163.08372263023216,63975714.0,0
Kilimani,1,3,152.34248980516554,34026026.0,0
Kitengela,1,1,100.67928176295572,21566481.0,1
Kileleshwa,4,3,130.32353534197554,53059506.0,0
Rongai,2,3,84.6983061415933,26814232.0,1
Westlands,3,2,120.7688582739897,45823130.0,0
Ruiru,2,1,49.89054647404399,21573071.0,1
Ruiru,1,2,72.56256052362285,19893340.0,1
Westlands,3,4,103.06127748450423,37757642.0,0
Kilimani,3,2,63.37767411419543,37251680.0,0
Ruiru,2,1,89.69896375528941,17262841.0,1
Kitengela,2,2,110.16444139466904,28992964.0,1
Ruiru,3,2,144.13574067986264,32050792.0,1
Kitengela,1,2,176.95543811117454,30413617.0,1
Syokimau,4,3,92.17293771731352,23956924.0,1
Westlands,2,2,200.10627703611743,40336295.0,0
Kitengela,2,3,176.3166647175296,29124244.0,1
South B,4,3,150.24562991663652,39006028.0,0
Kitengela,3,2,129.21894775779714,27137386.0,1
Athi River,2,1,139.1472505121125,24454518.0,1
Ruiru,3,3,191.22306903998293,43031042.0,1
Thika,2,4,193.4147795855564,30028424.0,1
Thika,2,1,200.0968037030186,39042546.0,1
Kitengela,5,2,122.47960991262019,38396132.0,1
South B,3,1,153.29802989991677,49825280.0,0
Kilimani,3,3,200.61279039732307,38886873.0,0
Westlands,2,3,82.57703790501644,52719945.0,0
Thika,1,1,100.89498877690178,19684293.0,1
Ngong,1,3,120.9621997808087,15714187.0,1
Kilimani,2,1,173.97592427876438,60671105.0,0
Kileleshwa,3,3,174.91032904311737,42587862.0,0
Westlands,2,2,106.14815332812388,38113562.0,0
Kileleshwa,3,2,29.4834327372174,34825627.0,0
Thika,1,1,134.77103665775803,19537932.0,1
Kitengela,2,1,64.90103176029592,20020042.0,1
Ruiru,1,2,30.603827721586654,20098119.0,1
Ruiru,2,2,44.167706355977,31242270.0,1
Westlands,1,1,139.58286047073364,42018645.0,0
Kileleshwa,5,1,201.66224165596842,66037472.0,0
Syokimau,1,1,122.33367097417462,31135327.0,1
South B,4,3,132.68283927875788,40616810.0,0
Rongai,2,3,190.9736963326755,31670629.0,1
Westlands,5,1,27.33270545498675,49000096.0,0
Karen,2,2,151.2105852960163,69851254.0,0
Ngong,4,1,119.30461294087073,31136377.0,1
Ngong,1,4,153.96344752992403,16808864.0,1
Kitengela,3,4,90.99096549577104,27592994.0,1
Ruiru,4,2,70.92376257441106,31865282.0,1
Ruiru,1,4,128.43053425713632,24423256.0,1
Westlands,1,3,218.95147940006768,53771936.0,0
Kileleshwa,2,3,171.65460627248777,38240725.0,0
Kileleshwa,4,2,89.53843378919451,30773462.0,0
Kitengela,2,2,39.54167784112322,15162531.0,1
Thika,2,1,20.0,13159141.0,1
Kitengela,1,2,198.96596711102887,32254935.0,1
Westlands,1,2,62.69506271185035,22404131.0,0
South B,3,1,100.46919522030382,29921621.0,0
Parklands,1,1,199.27266756465457,35114279.0,0
Ngong,3,2,23.1659126712605,20436076.0,1
Embakasi,4,1,209.53587056850353,22933459.0,0
Kitengela,1,2,104.78157276644988,25656664.0,1
South B,3,4,51.08500108567567,23892203.0,0
Westlands,1,3,105.1589443710652,57347738.0,0
Ruiru,3,2,76.64419311591135,23057716.0,1
Kileleshwa,1,2,146.44918793434294,40041827.0,0
Kilimani,3,2,81.11205396673333,43588477.0,0
Kilimani,2,1,20.0,40905080.0,0
Syokimau,2,3,106.76624793546063,27540694.0,1
Ngong,2,1,38.60729686280766,19142448.0,1
Syokimau,1,1,132.2591930392992,28973171.0,1
Kilimani,3,3,48.77218006300055,45848521.0,0
Ngong,2,1,90.71923180967485,19934325.0,1
Syokimau,3,2,130.95526825286018,32610043.0,1
Ruiru,1,1,107.25247649794383,30788482.0,1
Athi River,3,1,135.0258169800627,31098596.0,1
Kileleshwa,1,1,160.8172299430654,49287195.0,0
Ruiru,2,1,50.52397801612163,24335127.0,1
Lavington,1,2,116.13614756251752,36824009.0,0
Kileleshwa,3,3,20.0,31427666.0,0
Kitengela,2,2,134.83999810095142,28452888.0,1
Karen,4,3,101.95115217750947,66674906.0,0
Athi River,4,1,60.99301419132172,39006874.0,1
Westlands,1,2,138.94316533779144,57960454.0,0
Kilimani,3,1,190.36185463110405,37543587.0,0
Westlands,1,2,91.43893514406341,39001998.0,0
Syokimau,2,2,63.31113058549679,36633587.0,1
Ruiru,3,2,129.9015157463227,27751831.0,1
Kilimani,3,3,39.86360000121836,41887486.0,0
South B,3,2,80.37711776786765,27080440.0,0
Kitengela,2,2,193.34412969903013,38953655.0,1
Kileleshwa,2,4,123.73075378873726,45307936.0,0
Kitengela,1,1,20.0,16479054.0,1
Athi River,3,2,20.0,17226551.0,1
Westlands,2,3,129.72514155880654,52526731.0,0
Kileleshwa,3,2,171.74343455506124,45485798.0,0
Ngong,1,1,22.94271248243099,21750430.0,1
Kitengela,2,2,146.98275644979051,30340961.0,1
Kitengela,2,2,199.82061044938314,28404622.0,1
Ruiru,1,2,233.27153927751834,27774216.0,1
Westlands,2,1,139.87336559159257,48394449.0,0
Kilimani,3,4,150.40815567314846,41841760.0,0
Ruiru,4,3,20.0,24349022.0,1
Kileleshwa,2,2,245.98515287975934,47454786.0,0
Westlands,2,2,85.47058721423272,38783856.0,0
Rongai,1,3,63.99173049449752,22184413.0,1
Embakasi,4,1,104.68763193362253,28920365.0,0
Ngong,1,1,210.70040485112588,23314571.0,1
Rongai,4,2,252.4827628526129,31259638.0,1
Kileleshwa,2,3,127.52452076855066,43380971.0,0
South B,2,1,179.88505035621932,37608639.0,0
Kilimani,4,4,122.59224292113024,51108464.0,0
South B,1,2,57.73227161890896,34666483.0,0
Embakasi,2,2,208.60462024729745,42155121.0,0
Athi River,2,1,82.67235117861665,24454483.0,1
Embakasi,1,1,212.13184640231293,25239619.0,0
Kitengela,2,3,197.912479786145,28286576.0,1
Kileleshwa,3,4,156.84217583743248,35435389.0,0
Ruiru,3,2,229.73848537526118,45521094.0,1
Syokimau,1,4,253.9407619911443,46392202.0,1
Westlands,4,3,109.48539822214131,58169128.0,0
Syokimau,1,2,71.47235289501413,28206859.0,1
Embakasi,1,2,20.0,23629244.0,0
Kilimani,2,2,254.68093532581537,54448346.0,0
Ngong,1,2,93.61907946489302,15094342.0,1
Lavington,1,1,188.10221142610436,48181976.0,0
Parklands,5,2,75.52467794943101,34002097.0,0
South B,2,1,212.2959384547221,40787702.0,0
Kitengela,1,3,77.9929444910752,22132599.0,1
South B,1,3,48.49685198295941,40187146.0,0
Thika,3,1,107.48961414277498,29434608.0,1
Kilimani,4,2,88.09345794230177,47988307.0,0
Kitengela,2,2,155.77798712767276,26305307.0,1
Athi River,1,2,116.91630436844858,31171432.0,1
Kileleshwa,1,1,157.66214367311528,41135183.0,0
Syokimau,1,2,102.53871161488236,27326893.0,1
Athi River,1,1,80.09355773887168,21686390.0,1
Kilimani,2,1,84.98636712623559,38834272.0,0
Kitengela,1,1,242.69632788186158,30858488.0,1
Thika,2,1,133.51025593361615,14993005.0,1
Kitengela,2,3,20.0,14499633.0,1
Westlands,4,4,88.78745919275514,53966402.0,0
Westlands,4,2,125.81196194855254,68691018.0,0
Ruiru,2,2,230.72398087502273,34802157.0,1
Lavington,2,1,181.72192295339397,42870003.0,0
Kileleshwa,2,2,64.6969298110851,27201388.0,0
Syokimau,2,1,265.1013452143471,40786779.0,1
Kileleshwa,3,2,118.13037811191134,37595964.0,0
Ruiru,2,4,194.77978866449666,34693470.0,1
Rongai,4,1,50.69949015600584,25370067.0,1
Thika,4,3,20.0,24104521.0,1
Kilimani,2,1,35.494110577898354,40042005.0,0
Ruiru,2,2,20.0,23688035.0,1
Westlands,1,1,246.7253596351745,52550072.0,0
Kitengela,1,2,132.87197513318495,21948820.0,1
Athi River,2,1,64.52135889311812,17943108.0,1
Kilimani,1,2,147.15744179880727,22937589.0,0
Kileleshwa,4,2,131.36004217080995,42953663.0,0
Ruiru,1,2,157.2560037368395,35677688.0,1
Lavington,2,2,192.57188406817613,58021179.0,0
Embakasi,3,4,102.60473081849908,30979651.0,0
Westlands,3,2,67.20964163394079,40834515.0,0
Thika,2,1,169.66651286231507,31765897.0,1
Ruiru,4,1,168.13996667306793,31633706.0,1
Ruiru,2,3,126.0441484872807,35902044.0,1
Thika,2,2,250.65325132084635,24541621.0,1
Lavington,1,2,93.73067262830087,37558822.0,0
South B,2,1,66.00852170188391,25996444.0,0
Syokimau,3,2,145.0854856503961,21637979.0,1
Ruiru,3,1,79.5037285851901,21513499.0,1
Ngong,3,4,149.73099144869374,28564282.0,1
Kileleshwa,2,3,70.0195046496336,33016888.0,0
Kitengela,1,1,95.98546302408687,5329124.0,1
Ruiru,1,2,233.45042520234992,37870082.0,1
Athi River,2,1,95.66475859513926,15772597.0,1
Kileleshwa,3,2,72.06890735896222,44829462.0,0
Kilimani,3,3,190.24072732239,49318014.0,0
Lavington,2,2,56.93748298279838,62414910.0,0
Kilimani,2,2,78.42340619117591,50279895.0,0
Kitengela,2,1,154.59366723053967,24931178.0,1
Kileleshwa,2,3,176.3046854323975,37663018.0,0
Westlands,1,2,193.22858346486447,66537768.0,0
Westlands,1,2,75.16669006677091,31899240.0,0
Kilimani,1,1,155.7605203791672,45978765.0,0
Rongai,1,2,92.03350802734923,20548303.0,1
Kileleshwa,1,4,83.66066198936207,35096273.0,0
South B,1,2,192.1927669375371,38662690.0,0
Syokimau,3,2,87.02673624842483,28907235.0,1
Ruiru,2,2,136.6922757612588,30380928.0,1
Syokimau,5,3,129.33476815383833,33883053.0,1
Kitengela,1,2,55.754737419689846,23066035.0,1
Thika,2,1,177.96557132137923,27400551.0,1
Kileleshwa,2,2,153.61685362073723,37051863.0,0
Ruiru,1,2,20.0,20516405.0,1
Karen,3,3,136.6452666742406,48283660.0,0
Parklands,1,3,73.62159395000273,29690181.0,0
Karen,4,2,185.82451838475765,56237846.0,0
Ruiru,4,1,33.276009793154515,25050830.0,1
Ngong,2,4,98.61138188222736,24099161.0,1
Kitengela,2,2,141.72147305930795,32050294.0,1
Kitengela,3,2,123.26041764851252,24905216.0,1
Kileleshwa,2,2,165.77749540283827,44993174.0,0
Syokimau,3,2,28.894680839442657,25533568.0,1
Kilimani,1,1,219.1148602120427,41679161.0,0
Ruiru,1,3,151.5086795272963,27474746.0,1
Rongai,2,3,201.58309278005376,33710268.0,1
Kileleshwa,2,2,172.4544101539945,45249902.0,0
Westlands,4,2,119.3033931326974,54320064.0,0
Westlands,1,1,42.94810734533036,37490255.0,0
Parklands,3,1,86.18680912507794,54091363.0,0
Kitengela,1,2,215.37379997175464,25473381.0,1
Ruiru,2,2,203.12626689938293,20763916.0,1
Ngong,2,4,82.8240011937786,27122338.0,1
Rongai,2,3,20.0,18563695.0,1
Ruiru,1,2,107.23861594169287,23355089.0,1
Athi River,2,2,102.73782671225301,21503296.0,1
Thika,3,1,105.013643277577,34015924.0,1
Athi River,2,4,151.71235210988408,28471017.0,1
Kilimani,2,2,172.57275475929978,51755467.0,0
Karen,3,1,179.41797282597145,60372554.0,0
Kitengela,3,2,146.74254840812202,30394618.0,1
Kileleshwa,2,3,20.0,46070097.0,0
Ruiru,2,3,99.52801603840226,24673140.0,1
Westlands,4,1,258.24538701295137,41745969.0,0
Kilimani,2,3,142.4530040881487,52956435.0,0
Thika,1,1,142.06917410663192,25948233.0,1
Westlands,2,1,141.56915638643147,51159950.0,0
Ruiru,3,3,144.92277735035938,32546757.0,1
Kitengela,1,3,20.0,18054097.0,1
Westlands,5,2,105.62854098533589,52999863.0,0
South B,1,2,117.72643009231864,31533264.0,0
Kileleshwa,3,3,196.88972395520474,40862042.0,0
Ruiru,2,3,122.86037367733776,33598566.0,1
Ruiru,2,3,21.209316803883524,15829449.0,1
Kileleshwa,4,2,145.80534937030512,66675264.0,0
Westlands,2,4,71.77052110543528,54763528.0,0
Thika,2,4,46.99286153511494,13113409.0,1
South B,1,1,69.95045719700515,28652635.0,0
Kileleshwa,1,3,152.55025377987093,39741137.0,0
Athi River,1,2,195.5256743856041,29414125.0,1
Thika,3,2,148.9757967106552,21616280.0,1
Rongai,1,2,157.92139341702128,24552328.0,1
Ruiru,1,1,148.38271637028006,26267049.0,1
Ruiru,2,2,126.0796306116281,23275997.0,1
Ruiru,3,3,161.81583809776546,25226682.0,1
Athi River,3,1,20.0,25450859.0,1
Ngong,1,2,126.66530107828999,15746244.0,1
Kilimani,1,4,57.3044979226649,43127587.0,0
Ruiru,4,2,189.77415435264834,38830225.0,1
Lavington,2,2,111.17068168698837,44523382.0,0
Ngong,4,2,121.8568852960698,28387104.0,1
Embakasi,4,2,29.6956875447718,33880466.0,0
Thika,3,2,181.0098533407711,24525721.0,1
Ruiru,1,3,157.63968721642857,24087096.0,1
Syokimau,3,2,153.41687294043018,28081914.0,1
Athi River,3,3,71.21862886987066,29668695.0,1
Westlands,2,2,73.58160930371218,58743697.0,0
Kitengela,2,2,133.4159672667543,19224896.0,1
Athi River,2,2,78.33009538511693,27528408.0,1
Kilimani,1,3,146.0935777606403,50979081.0,0
Ngong,2,2,20.0,26214379.0,1
Syokimau,2,1,90.74732661560444,28581316.0,1
South B,2,1,227.80520792558949,39041576.0,0
Westlands,2,1,146.36914967974587,61843564.0,0
Kileleshwa,2,1,130.00761987185956,47301335.0,0
Syokimau,3,2,239.1135921402814,51374559.0,1
Kileleshwa,4,1,20.0,46477921.0,0
Athi River,1,3,71.08133311271355,21700628.0,1
Thika,2,1,95.92960969515666,17443390.0,1
Kilimani,1,2,171.5010739803234,39838079.0,0
Kitengela,3,2,172.5393817936942,21474774.0,1
Kitengela,3,1,68.03959746104243,23830885.0,1
Ruiru,4,3,179.87725932855298,39104772.0,1
Parklands,2,1,95.80111396069755,37762309.0,0
Rongai,5,2,192.69837753895,38701530.0,1
Athi River,1,3,58.04143811267653,21779512.0,1
Athi River,3,2,112.60130405603037,24023499.0,1
Kitengela,1,1,90.58996107740639,23433090.0,1
